entry_id,trade_timestamp,contract_symbol,ltp,open_interest,implied_volatility
OPT_1265,2026/08/04-10:27:00 AM,  NIFTY_19400_PE  ,$28.26,16213.0,27.38%
OPT_1266,2026/08/04-12:39:00 PM,  BANKNIFTY_19000_PE  ,$276.41,33152.0,30.82%
OPT_1267,2026/08/04-12:57:00 PM,  NIFTY_19500_PE  ,39.14,20357.0,13.64%
OPT_1268,2026/08/04-10:34:00 AM,  BANKNIFTY_19500_CE  ,$261.48,24638.0,N/A
OPT_1269,2026/08/04-11:53:00 AM,  BANKNIFTY_19200_PE  ,₹44.76,,23.09%
OPT_1270,2026/08/04-12:44:00 PM,  NIFTY_19000_CE  ,₹130.33,0.0,29.27%
OPT_1271,2026/08/04-09:22:00 AM,  BANKNIFTY_19300_PE  ,274.92,37669.0,15.39%
OPT_1272,2026/08/04-12:30:00 PM,  NIFTY_19100_PE  ,$112.38,10563.0,17.52%
OPT_1273,2026/08/04-11:49:00 AM,  BANKNIFTY_19600_CE  ,₹132.78,0.0,24.33%
OPT_1274,2026/08/04-01:10:00 PM,  NIFTY_19100_PE  ,$12.3,0.0,29.24%
OPT_1275,2026/08/04-01:01:00 PM,  BANKNIFTY_19300_CE  ,112.15,46566.0,15.55%
OPT_1276,2026/08/04-12:39:00 PM,  BANKNIFTY_19200_PE  ,₹339.04,,27.72%
OPT_1277,2026/08/04-12:22:00 PM,  NIFTY_19400_CE  ,211.36,0.0,12.54%
OPT_1278,2026/08/04-01:12:00 PM,  NIFTY_19300_PE  ,₹292.64,0.0,24.67%
OPT_1279,2026/08/04-11:19:00 AM,  BANKNIFTY_19500_CE  ,$253.18,,21.58%
OPT_1280,2026/08/04-12:41:00 PM,  BANKNIFTY_19400_CE  ,$278.85,0.0,30.29%
OPT_1281,2026/08/04-10:11:00 AM,  NIFTY_19500_PE  ,66.56,0.0,25.55%
OPT_1282,2026/08/04-12:40:00 PM,  BANKNIFTY_19600_PE  ,₹46.02,17956.0,22.38%
OPT_1283,2026/08/04-02:13:00 PM,  NIFTY_19300_PE  ,142.99,0.0,18.9%
OPT_1284,2026/08/04-09:28:00 AM,  BANKNIFTY_19000_PE  ,₹151.43,0.0,N/A
OPT_1285,2026/08/04-11:55:00 AM,  BANKNIFTY_19300_CE  ,$187.18,32205.0,25.94%
OPT_1286,2026/08/04-11:59:00 AM,  NIFTY_19200_CE  ,₹285.46,,25.54%
OPT_1287,2026/08/04-10:40:00 AM,  NIFTY_19400_CE  ,$197.65,,16.64%
OPT_1288,2026/08/04-12:43:00 PM,  NIFTY_19100_PE  ,144.5,41246.0,20.59%
OPT_1289,2026/08/04-09:18:00 AM,  NIFTY_19100_PE  ,₹265.79,38837.0,22.74%
OPT_1290,2026/08/04-12:23:00 PM,  BANKNIFTY_19100_PE  ,48.74,0.0,18.27%
OPT_1291,2026/08/04-12:34:00 PM,  BANKNIFTY_19400_CE  ,$128.29,41459.0,26.12%
OPT_1292,2026/08/04-11:48:00 AM,  NIFTY_19500_CE  ,₹116.48,21013.0,25.87%
OPT_1293,2026/08/04-01:37:00 PM,  BANKNIFTY_19300_CE  ,$205.43,,25.87%
OPT_1294,2026/08/04-10:44:00 AM,  NIFTY_19300_PE  ,$57.7,0.0,N/A
OPT_1295,2026/08/04-12:19:00 PM,  NIFTY_19300_CE  ,$76.34,0.0,20.18%
OPT_1296,2026/08/04-01:27:00 PM,  BANKNIFTY_19500_PE  ,₹176.16,38053.0,16.41%
OPT_1297,2026/08/04-09:32:00 AM,  BANKNIFTY_19100_PE  ,$67.19,0.0,21.91%
OPT_1298,2026/08/04-01:37:00 PM,  NIFTY_19400_CE  ,101.08,0.0,12.83%
OPT_1299,2026/08/04-01:01:00 PM,  NIFTY_19300_CE  ,260.24,,12.64%
OPT_1300,2026/08/04-11:30:00 AM,  BANKNIFTY_19600_CE  ,₹159.28,16528.0,23.76%
OPT_1301,2026/08/04-12:15:00 PM,  BANKNIFTY_19100_CE  ,₹276.85,0.0,17.62%
OPT_1302,2026/08/04-01:51:00 PM,  NIFTY_19200_PE  ,$108.37,0.0,14.71%
OPT_1303,2026/08/04-12:46:00 PM,  NIFTY_19200_CE  ,₹248.49,17362.0,28.57%
OPT_1304,2026/08/04-12:37:00 PM,  BANKNIFTY_19100_PE  ,$223.46,30621.0,29.6%
OPT_1305,2026/08/04-10:03:00 AM,  BANKNIFTY_19400_PE  ,$246.2,,12.05%
OPT_1306,2026/08/04-10:03:00 AM,  BANKNIFTY_19500_PE  ,299.04,27064.0,28.5%
OPT_1307,2026/08/04-01:29:00 PM,  BANKNIFTY_19200_PE  ,124.84,0.0,27.77%
OPT_1308,2026/08/04-09:40:00 AM,  NIFTY_19000_PE  ,₹15.54,,N/A
OPT_1309,2026/08/04-12:55:00 PM,  NIFTY_19500_CE  ,$309.93,,N/A
OPT_1310,2026/08/04-12:20:00 PM,  BANKNIFTY_19000_PE  ,235.93,11847.0,18.11%
OPT_1311,2026/08/04-11:15:00 AM,  BANKNIFTY_19500_CE  ,₹249.26,,N/A
OPT_1312,2026/08/04-11:11:00 AM,  BANKNIFTY_19000_CE  ,₹246.5,0.0,N/A
OPT_1313,2026/08/04-09:52:00 AM,  NIFTY_19300_CE  ,₹258.46,,17.99%
OPT_1314,2026/08/04-12:31:00 PM,  NIFTY_19500_CE  ,33.26,0.0,20.8%
OPT_1315,2026/08/04-11:05:00 AM,  NIFTY_19300_PE  ,₹302.39,7584.0,23.79%
OPT_1316,2026/08/04-12:32:00 PM,  BANKNIFTY_19300_PE  ,₹278.97,0.0,N/A
OPT_1317,2026/08/04-01:59:00 PM,  BANKNIFTY_19600_CE  ,298.28,20768.0,22.19%
OPT_1318,2026/08/04-12:36:00 PM,  BANKNIFTY_19500_CE  ,₹276.49,,N/A
OPT_1319,2026/08/04-01:31:00 PM,  NIFTY_19400_CE  ,$345.54,,23.37%
OPT_1320,2026/08/04-12:23:00 PM,  NIFTY_19600_PE  ,₹334.51,0.0,N/A
OPT_1321,2026/08/04-11:30:00 AM,  NIFTY_19000_CE  ,$332.55,,22.02%
OPT_1322,2026/08/04-12:48:00 PM,  BANKNIFTY_19500_PE  ,38.03,0.0,13.67%
OPT_1323,2026/08/04-09:56:00 AM,  NIFTY_19600_CE  ,$192.37,0.0,25.0%
OPT_1324,2026/08/04-09:49:00 AM,  BANKNIFTY_19500_PE  ,₹258.19,4794.0,N/A
OPT_1325,2026/08/04-12:58:00 PM,  NIFTY_19300_CE  ,115.16,0.0,12.25%
OPT_1326,2026/08/04-10:26:00 AM,  NIFTY_19100_PE  ,334.03,0.0,19.44%
OPT_1327,2026/08/04-11:33:00 AM,  NIFTY_19600_CE  ,$123.9,0.0,N/A
OPT_1328,2026/08/04-02:11:00 PM,  NIFTY_19300_PE  ,₹183.67,0.0,15.15%
OPT_1329,2026/08/04-10:08:00 AM,  NIFTY_19100_CE  ,₹24.97,17026.0,19.66%
OPT_1330,2026/08/04-10:32:00 AM,  NIFTY_19600_CE  ,197.97,0.0,18.44%
OPT_1331,2026/08/04-12:49:00 PM,  BANKNIFTY_19200_CE  ,₹204.32,0.0,15.59%
OPT_1332,2026/08/04-01:40:00 PM,  NIFTY_19300_CE  ,$308.18,,N/A
OPT_1333,2026/08/04-01:09:00 PM,  NIFTY_19200_CE  ,$109.14,0.0,19.37%
OPT_1334,2026/08/04-01:28:00 PM,  NIFTY_19500_CE  ,$61.19,2566.0,24.72%
OPT_1335,2026/08/04-09:20:00 AM,  BANKNIFTY_19000_PE  ,298.66,21153.0,31.66%
OPT_1336,2026/08/04-12:50:00 PM,  BANKNIFTY_19000_CE  ,₹251.96,3877.0,22.4%
OPT_1337,2026/08/04-12:26:00 PM,  BANKNIFTY_19500_CE  ,207.46,0.0,13.5%
OPT_1338,2026/08/04-02:06:00 PM,  NIFTY_19300_CE  ,$90.5,,26.71%
OPT_1339,2026/08/04-11:58:00 AM,  BANKNIFTY_19200_CE  ,₹35.39,0.0,N/A
OPT_1340,2026/08/04-10:10:00 AM,  NIFTY_19300_PE  ,₹116.77,,16.15%
OPT_1341,2026/08/04-11:53:00 AM,  BANKNIFTY_19200_CE  ,40.74,0.0,12.81%
OPT_1342,2026/08/04-12:03:00 PM,  NIFTY_19000_CE  ,$339.26,34650.0,17.2%
OPT_1343,2026/08/04-10:45:00 AM,  NIFTY_19300_PE  ,199.02,17374.0,28.08%
OPT_1344,2026/08/04-10:27:00 AM,  NIFTY_19000_CE  ,₹292.33,9566.0,19.44%
OPT_1345,2026/08/04-09:59:00 AM,  BANKNIFTY_19600_CE  ,₹17.41,0.0,14.58%
OPT_1346,2026/08/04-12:05:00 PM,  NIFTY_19000_PE  ,27.22,0.0,12.59%
OPT_1347,2026/08/04-12:54:00 PM,  NIFTY_19200_CE  ,$318.82,,12.69%
OPT_1348,2026/08/04-11:21:00 AM,  BANKNIFTY_19300_PE  ,$310.14,4996.0,14.74%
OPT_1349,2026/08/04-10:58:00 AM,  NIFTY_19500_CE  ,346.4,,21.69%
OPT_1350,2026/08/04-02:05:00 PM,  BANKNIFTY_19300_PE  ,$71.14,40132.0,N/A
OPT_1351,2026/08/04-11:39:00 AM,  NIFTY_19600_PE  ,190.01,16254.0,N/A
OPT_1352,2026/08/04-11:19:00 AM,  BANKNIFTY_19400_CE  ,₹269.78,,28.78%
OPT_1353,2026/08/04-10:44:00 AM,  NIFTY_19100_PE  ,284.11,0.0,N/A
OPT_1354,2026/08/04-12:16:00 PM,  NIFTY_19400_CE  ,$294.48,,12.76%
OPT_1355,2026/08/04-09:44:00 AM,  NIFTY_19400_CE  ,$16.78,,16.03%
OPT_1356,2026/08/04-10:22:00 AM,  BANKNIFTY_19500_CE  ,$322.39,4903.0,N/A
OPT_1357,2026/08/04-10:28:00 AM,  NIFTY_19600_PE  ,$336.59,0.0,14.02%
OPT_1358,2026/08/04-11:50:00 AM,  BANKNIFTY_19100_CE  ,$259.0,,15.48%
OPT_1359,2026/08/04-02:03:00 PM,  BANKNIFTY_19100_CE  ,138.65,,N/A
OPT_1360,2026/08/04-09:16:00 AM,  BANKNIFTY_19600_CE  ,$71.91,41067.0,14.08%
OPT_1361,2026/08/04-01:30:00 PM,  NIFTY_19200_CE  ,$90.92,0.0,13.77%
OPT_1362,2026/08/04-12:07:00 PM,  BANKNIFTY_19000_PE  ,81.29,,14.16%
OPT_1363,2026/08/04-09:16:00 AM,  NIFTY_19300_PE  ,₹259.08,,19.02%
OPT_1364,2026/08/04-12:28:00 PM,  NIFTY_19600_PE  ,278.17,0.0,21.03%
OPT_1365,2026/08/04-09:33:00 AM,  BANKNIFTY_19000_PE  ,₹98.78,,19.51%
OPT_1366,2026/08/04-09:54:00 AM,  NIFTY_19200_PE  ,$249.53,43836.0,20.68%
OPT_1367,2026/08/04-09:43:00 AM,  NIFTY_19200_CE  ,$341.3,0.0,26.6%
OPT_1368,2026/08/04-11:31:00 AM,  BANKNIFTY_19200_CE  ,$42.61,0.0,15.07%
OPT_1369,2026/08/04-12:20:00 PM,  NIFTY_19300_CE  ,110.15,0.0,13.94%
OPT_1370,2026/08/04-11:01:00 AM,  NIFTY_19500_PE  ,$342.2,,21.42%
OPT_1371,2026/08/04-11:31:00 AM,  NIFTY_19500_PE  ,$72.86,25209.0,17.27%
OPT_1372,2026/08/04-01:14:00 PM,  BANKNIFTY_19100_PE  ,₹201.84,0.0,N/A
OPT_1373,2026/08/04-12:12:00 PM,  BANKNIFTY_19600_CE  ,$198.22,,25.74%
OPT_1374,2026/08/04-01:19:00 PM,  NIFTY_19300_PE  ,36.84,0.0,22.34%
OPT_1375,2026/08/04-02:08:00 PM,  NIFTY_19000_PE  ,₹68.78,14886.0,N/A
OPT_1376,2026/08/04-12:52:00 PM,  NIFTY_19500_PE  ,78.65,0.0,30.22%
OPT_1377,2026/08/04-09:50:00 AM,  NIFTY_19300_PE  ,$197.7,,12.25%
OPT_1378,2026/08/04-01:43:00 PM,  BANKNIFTY_19000_PE  ,60.88,0.0,30.79%
OPT_1379,2026/08/04-10:10:00 AM,  NIFTY_19600_PE  ,$304.94,,21.71%
OPT_1380,2026/08/04-01:18:00 PM,  NIFTY_19100_PE  ,147.01,0.0,12.78%
OPT_1381,2026/08/04-12:05:00 PM,  NIFTY_19000_PE  ,$323.08,,18.06%
OPT_1382,2026/08/04-11:39:00 AM,  BANKNIFTY_19600_CE  ,₹340.65,,20.86%
OPT_1383,2026/08/04-12:00:00 PM,  BANKNIFTY_19500_PE  ,₹215.69,,28.48%
OPT_1384,2026/08/04-01:24:00 PM,  BANKNIFTY_19600_CE  ,₹185.19,,20.07%
OPT_1385,2026/08/04-01:44:00 PM,  NIFTY_19100_CE  ,₹307.56,4776.0,N/A
OPT_1386,2026/08/04-09:41:00 AM,  BANKNIFTY_19500_CE  ,$103.15,,14.48%
OPT_1387,2026/08/04-09:31:00 AM,  NIFTY_19200_PE  ,₹211.97,0.0,18.88%
OPT_1388,2026/08/04-11:28:00 AM,  NIFTY_19200_CE  ,₹141.43,38503.0,24.95%
OPT_1389,2026/08/04-11:01:00 AM,  BANKNIFTY_19500_PE  ,184.52,,24.95%
OPT_1390,2026/08/04-09:20:00 AM,  NIFTY_19200_PE  ,252.33,,19.53%
OPT_1391,2026/08/04-12:14:00 PM,  BANKNIFTY_19200_CE  ,168.68,0.0,14.05%
OPT_1392,2026/08/04-01:37:00 PM,  BANKNIFTY_19400_PE  ,₹111.48,32571.0,17.53%
OPT_1393,2026/08/04-12:02:00 PM,  BANKNIFTY_19200_PE  ,74.04,16748.0,28.05%
OPT_1394,2026/08/04-12:42:00 PM,  BANKNIFTY_19500_CE  ,255.24,,20.37%
OPT_1395,2026/08/04-12:34:00 PM,  NIFTY_19400_CE  ,126.68,0.0,27.7%
OPT_1396,2026/08/04-12:19:00 PM,  BANKNIFTY_19600_CE  ,295.82,,N/A
OPT_1397,2026/08/04-10:21:00 AM,  BANKNIFTY_19500_CE  ,$331.95,43889.0,16.47%
OPT_1398,2026/08/04-11:53:00 AM,  BANKNIFTY_19600_PE  ,136.37,,21.41%
OPT_1399,2026/08/04-02:14:00 PM,  NIFTY_19300_CE  ,180.16,0.0,13.08%
OPT_1400,2026/08/04-10:33:00 AM,  NIFTY_19100_PE  ,149.13,30987.0,26.31%
OPT_1401,2026/08/04-09:57:00 AM,  BANKNIFTY_19200_CE  ,₹116.56,,27.22%
OPT_1402,2026/08/04-10:42:00 AM,  NIFTY_19300_CE  ,$54.0,,31.31%
OPT_1403,2026/08/04-12:32:00 PM,  NIFTY_19000_CE  ,₹258.42,0.0,25.53%
OPT_1404,2026/08/04-11:23:00 AM,  NIFTY_19500_PE  ,₹116.11,0.0,15.34%
OPT_1405,2026/08/04-09:39:00 AM,  BANKNIFTY_19200_PE  ,257.46,,25.74%
OPT_1406,2026/08/04-10:24:00 AM,  BANKNIFTY_19300_PE  ,₹265.04,27436.0,26.54%
OPT_1407,2026/08/04-10:23:00 AM,  NIFTY_19500_CE  ,₹210.5,,27.84%
OPT_1408,2026/08/04-12:28:00 PM,  BANKNIFTY_19600_CE  ,₹211.93,44382.0,12.39%
OPT_1409,2026/08/04-10:15:00 AM,  BANKNIFTY_19300_PE  ,$52.02,0.0,25.9%
OPT_1410,2026/08/04-09:20:00 AM,  BANKNIFTY_19300_CE  ,$235.24,0.0,20.38%
OPT_1411,2026/08/04-10:09:00 AM,  NIFTY_19200_CE  ,$276.82,0.0,17.26%
OPT_1412,2026/08/04-01:43:00 PM,  NIFTY_19200_PE  ,₹110.42,,25.76%
OPT_1413,2026/08/04-01:22:00 PM,  BANKNIFTY_19100_CE  ,₹14.33,0.0,14.98%
OPT_1414,2026/08/04-10:02:00 AM,  NIFTY_19500_CE  ,317.62,,17.92%
OPT_1415,2026/08/04-01:13:00 PM,  NIFTY_19000_CE  ,$307.21,0.0,26.77%
OPT_1416,2026/08/04-10:04:00 AM,  NIFTY_19000_CE  ,₹235.54,,31.1%
OPT_1417,2026/08/04-11:33:00 AM,  NIFTY_19200_PE  ,$72.18,,19.71%
OPT_1418,2026/08/04-01:20:00 PM,  BANKNIFTY_19500_CE  ,48.44,48606.0,28.89%
OPT_1419,2026/08/04-10:09:00 AM,  BANKNIFTY_19400_PE  ,282.77,29715.0,27.58%
OPT_1420,2026/08/04-09:30:00 AM,  NIFTY_19300_PE  ,$48.4,29880.0,N/A
OPT_1421,2026/08/04-11:56:00 AM,  NIFTY_19500_CE  ,342.48,0.0,26.01%
OPT_1422,2026/08/04-10:04:00 AM,  BANKNIFTY_19500_CE  ,173.86,0.0,28.78%
OPT_1423,2026/08/04-02:01:00 PM,  NIFTY_19000_CE  ,$181.89,33495.0,N/A
OPT_1424,2026/08/04-01:27:00 PM,  BANKNIFTY_19100_PE  ,₹339.85,34222.0,19.57%
OPT_1425,2026/08/04-11:16:00 AM,  NIFTY_19300_PE  ,$282.43,,14.37%
OPT_1426,2026/08/04-01:30:00 PM,  NIFTY_19000_PE  ,150.2,36985.0,27.84%
OPT_1427,2026/08/04-11:51:00 AM,  NIFTY_19500_PE  ,$333.12,4556.0,18.64%
OPT_1428,2026/08/04-01:18:00 PM,  BANKNIFTY_19500_PE  ,48.77,15532.0,28.6%
OPT_1429,2026/08/04-11:45:00 AM,  BANKNIFTY_19500_CE  ,₹25.56,33271.0,26.85%
OPT_1430,2026/08/04-12:45:00 PM,  NIFTY_19200_CE  ,$73.76,,15.81%
OPT_1431,2026/08/04-12:09:00 PM,  NIFTY_19600_PE  ,25.81,0.0,N/A
OPT_1432,2026/08/04-01:06:00 PM,  BANKNIFTY_19500_CE  ,₹337.71,0.0,N/A
OPT_1433,2026/08/04-12:57:00 PM,  BANKNIFTY_19400_CE  ,₹245.22,48873.0,N/A
OPT_1434,2026/08/04-12:00:00 PM,  BANKNIFTY_19300_CE  ,$103.02,,14.76%
OPT_1435,2026/08/04-01:38:00 PM,  BANKNIFTY_19600_PE  ,252.04,42456.0,24.48%
OPT_1436,2026/08/04-11:44:00 AM,  BANKNIFTY_19500_CE  ,343.65,0.0,24.74%
OPT_1437,2026/08/04-10:15:00 AM,  BANKNIFTY_19400_PE  ,208.15,,29.88%
OPT_1438,2026/08/04-01:49:00 PM,  BANKNIFTY_19600_PE  ,284.82,7977.0,13.06%
OPT_1439,2026/08/04-09:44:00 AM,  NIFTY_19200_CE  ,344.4,17420.0,25.81%
OPT_1440,2026/08/04-11:47:00 AM,  NIFTY_19600_CE  ,$131.95,0.0,26.79%
OPT_1441,2026/08/04-11:10:00 AM,  BANKNIFTY_19100_PE  ,₹245.6,,27.76%
OPT_1442,2026/08/04-11:56:00 AM,  NIFTY_19000_PE  ,$79.05,0.0,24.95%
OPT_1443,2026/08/04-01:55:00 PM,  NIFTY_19600_CE  ,₹110.02,45738.0,15.48%
OPT_1444,2026/08/04-01:39:00 PM,  NIFTY_19300_CE  ,155.69,18317.0,28.92%
OPT_1445,2026/08/04-09:18:00 AM,  BANKNIFTY_19300_CE  ,$23.58,40117.0,24.51%
OPT_1446,2026/08/04-11:50:00 AM,  BANKNIFTY_19600_PE  ,34.78,0.0,15.68%
OPT_1447,2026/08/04-09:50:00 AM,  NIFTY_19300_PE  ,₹41.26,0.0,19.22%
OPT_1448,2026/08/04-11:07:00 AM,  BANKNIFTY_19400_CE  ,$49.01,30207.0,24.27%
OPT_1449,2026/08/04-11:20:00 AM,  NIFTY_19500_PE  ,₹139.67,,17.66%
OPT_1450,2026/08/04-01:40:00 PM,  BANKNIFTY_19400_PE  ,$175.51,43698.0,13.65%
OPT_1451,2026/08/04-10:05:00 AM,  NIFTY_19600_CE  ,₹223.16,0.0,29.3%
OPT_1452,2026/08/04-12:53:00 PM,  NIFTY_19100_PE  ,₹229.83,0.0,21.18%
OPT_1453,2026/08/04-12:05:00 PM,  NIFTY_19000_CE  ,$28.45,37574.0,16.55%
OPT_1454,2026/08/04-11:28:00 AM,  BANKNIFTY_19300_PE  ,$224.27,21735.0,14.37%
OPT_1455,2026/08/04-09:19:00 AM,  NIFTY_19600_CE  ,₹248.3,0.0,N/A
OPT_1456,2026/08/04-11:50:00 AM,  NIFTY_19200_PE  ,139.68,,16.4%
OPT_1457,2026/08/04-12:36:00 PM,  BANKNIFTY_19500_CE  ,111.34,,12.22%
OPT_1458,2026/08/04-02:00:00 PM,  NIFTY_19000_CE  ,11.71,0.0,13.7%
OPT_1459,2026/08/04-11:03:00 AM,  BANKNIFTY_19100_PE  ,317.91,10335.0,24.34%
OPT_1460,2026/08/04-11:25:00 AM,  NIFTY_19000_CE  ,238.13,0.0,22.99%
OPT_1461,2026/08/04-11:44:00 AM,  NIFTY_19200_CE  ,77.12,,25.43%
OPT_1462,2026/08/04-11:16:00 AM,  NIFTY_19200_CE  ,$316.04,,25.19%
OPT_1463,2026/08/04-02:15:00 PM,  NIFTY_19400_PE  ,$284.62,12051.0,27.71%
OPT_1464,2026/08/04-12:59:00 PM,  BANKNIFTY_19600_PE  ,55.66,,19.17%
OPT_1465,2026/08/04-11:52:00 AM,  BANKNIFTY_19400_CE  ,69.76,,14.8%
OPT_1466,2026/08/04-01:51:00 PM,  NIFTY_19200_CE  ,₹257.32,0.0,N/A
OPT_1467,2026/08/04-02:13:00 PM,  BANKNIFTY_19600_CE  ,318.14,0.0,22.79%
OPT_1468,2026/08/04-10:32:00 AM,  BANKNIFTY_19300_CE  ,313.09,,N/A
OPT_1469,2026/08/04-01:32:00 PM,  NIFTY_19300_PE  ,180.74,0.0,27.14%
OPT_1470,2026/08/04-10:27:00 AM,  BANKNIFTY_19100_CE  ,202.56,44215.0,21.67%
OPT_1471,2026/08/04-12:19:00 PM,  NIFTY_19100_PE  ,$88.79,25211.0,N/A
OPT_1472,2026/08/04-11:01:00 AM,  BANKNIFTY_19300_PE  ,₹322.09,0.0,26.07%
OPT_1473,2026/08/04-01:42:00 PM,  BANKNIFTY_19600_PE  ,206.73,,19.31%
OPT_1474,2026/08/04-09:55:00 AM,  BANKNIFTY_19300_CE  ,$185.57,,29.74%
OPT_1475,2026/08/04-09:19:00 AM,  NIFTY_19300_CE  ,88.2,,15.74%
OPT_1476,2026/08/04-12:21:00 PM,  NIFTY_19500_CE  ,$150.97,48202.0,21.58%
OPT_1477,2026/08/04-11:03:00 AM,  NIFTY_19500_PE  ,₹17.63,0.0,14.69%
OPT_1478,2026/08/04-01:38:00 PM,  NIFTY_19400_CE  ,$29.01,0.0,23.99%
OPT_1479,2026/08/04-02:04:00 PM,  NIFTY_19500_PE  ,₹332.07,0.0,29.35%
OPT_1480,2026/08/04-10:43:00 AM,  NIFTY_19600_PE  ,214.29,0.0,17.29%
OPT_1481,2026/08/04-12:11:00 PM,  BANKNIFTY_19400_CE  ,$88.14,9664.0,N/A
OPT_1482,2026/08/04-01:43:00 PM,  BANKNIFTY_19600_CE  ,₹215.87,0.0,29.56%
OPT_1483,2026/08/04-01:48:00 PM,  NIFTY_19000_PE  ,234.19,36342.0,27.5%
OPT_1484,2026/08/04-12:56:00 PM,  BANKNIFTY_19200_CE  ,$247.2,,19.62%
OPT_1485,2026/08/04-02:10:00 PM,  NIFTY_19300_CE  ,₹96.54,,22.87%
OPT_1486,2026/08/04-11:27:00 AM,  NIFTY_19000_CE  ,₹206.52,35063.0,16.11%
OPT_1487,2026/08/04-11:57:00 AM,  BANKNIFTY_19200_CE  ,62.62,,22.72%
OPT_1488,2026/08/04-02:05:00 PM,  BANKNIFTY_19400_PE  ,$347.21,,23.15%
OPT_1489,2026/08/04-10:47:00 AM,  BANKNIFTY_19400_PE  ,$96.28,,19.96%
OPT_1490,2026/08/04-10:26:00 AM,  NIFTY_19500_CE  ,161.84,11603.0,20.01%
OPT_1491,2026/08/04-12:09:00 PM,  NIFTY_19100_PE  ,₹337.95,6969.0,24.0%
OPT_1492,2026/08/04-10:01:00 AM,  NIFTY_19200_CE  ,136.08,0.0,31.69%
OPT_1493,2026/08/04-01:42:00 PM,  BANKNIFTY_19500_CE  ,₹331.54,,16.03%
OPT_1494,2026/08/04-01:41:00 PM,  BANKNIFTY_19100_CE  ,276.55,0.0,15.39%
OPT_1495,2026/08/04-09:34:00 AM,  BANKNIFTY_19100_CE  ,₹341.72,,19.9%
OPT_1496,2026/08/04-10:58:00 AM,  NIFTY_19500_CE  ,322.52,0.0,30.3%
OPT_1497,2026/08/04-12:14:00 PM,  BANKNIFTY_19600_PE  ,₹86.94,,17.22%
OPT_1498,2026/08/04-12:44:00 PM,  NIFTY_19400_CE  ,$181.08,0.0,29.52%
OPT_1499,2026/08/04-02:10:00 PM,  BANKNIFTY_19500_PE  ,338.46,32695.0,31.22%
OPT_1500,2026/08/04-01:10:00 PM,  BANKNIFTY_19400_CE  ,$173.87,,31.88%
